Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1656.348711,0.023501346,1.092495051,1.850567101,-0.425718828,0.427573121,-1.276441227,-0.299413463,-1.180772444,-0.205988179,-0.340464949,-0.790514825,-0.589463082,-0.795929151,-0.688240967,-0.041520641,0.571128411,-0.271407099,0.612924736,0.457691921,0.640544157,-1.082997993,-1.1651398,-0.128931594,-0.098566535,-0.158851515,0.360021994,0.135136066,-0.146414828,-134.6927155,0
1657.087444,0.023620669,1.092922008,1.85104449,-0.426093711,0.427765229,-1.277210051,-0.299633932,-1.181322921,-0.206089982,-0.340668686,-0.790940517,-0.589890692,-0.796284783,-0.688474861,-0.041644409,0.571504854,-0.271518957,0.613330057,0.457919338,0.640836178,-1.083518004,-1.165661368,-0.128977682,-0.09862255,-0.158988084,0.360197792,0.135191609,-0.146473334,-134.7939818,0
1657.826177,0.023739991,1.093348964,1.851521879,-0.426468594,0.427957338,-1.277978875,-0.2998544,-1.181873399,-0.206191784,-0.340872423,-0.791366209,-0.590318303,-0.796640414,-0.688708754,-0.041768177,0.571881298,-0.271630815,0.613735378,0.458146756,0.641128198,-1.084038015,-1.166182936,-0.129023771,-0.098678566,-0.159124654,0.360373591,0.135247152,-0.146531839,-134.895248,0
1658.56491,0.023859313,1.093775921,1.851999268,-0.426843477,0.428149446,-1.278747699,-0.300074869,-1.182423876,-0.206293587,-0.341076161,-0.7917919,-0.590745913,-0.796996046,-0.688942648,-0.041891945,0.572257741,-0.271742674,0.614140699,0.458374173,0.641420219,-1.084558027,-1.166704504,-0.129069859,-0.098734581,-0.159261224,0.36054939,0.135302694,-0.146590344,-134.9965143,0
1659.303643,0.023978636,1.094202878,1.852476657,-0.42721836,0.428341555,-1.279516523,-0.300295337,-1.182974353,-0.20639539,-0.341279898,-0.792217592,-0.591173523,-0.797351678,-0.689176542,-0.042015713,0.572634185,-0.271854532,0.61454602,0.458601591,0.64171224,-1.085078038,-1.167226072,-0.129115947,-0.098790597,-0.159397794,0.360725189,0.135358237,-0.146648849,-135.0977805,0
1660.042376,0.024097958,1.094629835,1.852954046,-0.427593242,0.428533663,-1.280285347,-0.300515806,-1.183524831,-0.206497193,-0.341483635,-0.792643283,-0.591601134,-0.797707309,-0.689410436,-0.042139481,0.573010628,-0.27196639,0.614951341,0.458829008,0.64200426,-1.085598049,-1.16774764,-0.129162035,-0.098846612,-0.159534364,0.360900987,0.13541378,-0.146707354,-135.1990468,0
1660.781109,0.02421728,1.095056791,1.853431435,-0.427968125,0.428725772,-1.281054171,-0.300736274,-1.184075308,-0.206598996,-0.341687372,-0.793068975,-0.592028744,-0.798062941,-0.689644329,-0.042263249,0.573387072,-0.272078248,0.615356662,0.459056426,0.642296281,-1.086118061,-1.168269208,-0.129208123,-0.098902628,-0.159670934,0.361076786,0.135469322,-0.146765859,-135.300313,0
1661.519842,0.024336603,1.095483748,1.853908824,-0.428343008,0.42891788,-1.281822995,-0.300956743,-1.184625785,-0.206700799,-0.341891109,-0.793494666,-0.592456355,-0.798418573,-0.689878223,-0.042387018,0.573763515,-0.272190106,0.615761983,0.459283843,0.642588301,-1.086638072,-1.168790776,-0.129254211,-0.098958644,-0.159807503,0.361252585,0.135524865,-0.146824364,-135.4015793,0
1662.258576,0.024455925,1.095910705,1.854386213,-0.428717891,0.429109989,-1.282591819,-0.301177211,-1.185176263,-0.206802601,-0.342094846,-0.793920358,-0.592883965,-0.798774205,-0.690112117,-0.042510786,0.574139959,-0.272301965,0.616167304,0.459511261,0.642880322,-1.087158083,-1.169312344,-0.1293003,-0.099014659,-0.159944073,0.361428384,0.135580407,-0.146882869,-135.5028455,0
1662.997309,0.024575247,1.096337662,1.854863602,-0.429092774,0.429302097,-1.283360643,-0.30139768,-1.18572674,-0.206904404,-0.342298583,-0.79434605,-0.593311575,-0.799129836,-0.69034601,-0.042634554,0.574516402,-0.272413823,0.616572625,0.459738678,0.643172343,-1.087678095,-1.169833912,-0.129346388,-0.099070675,-0.160080643,0.361604182,0.13563595,-0.146941374,-135.6041118,0
1663.736042,0.024694569,1.096764619,1.855340991,-0.429467657,0.429494206,-1.284129467,-0.301618148,-1.186277217,-0.207006207,-0.34250232,-0.794771741,-0.593739186,-0.799485468,-0.690579904,-0.042758322,0.574892845,-0.272525681,0.616977946,0.459966096,0.643464363,-1.088198106,-1.17035548,-0.129392476,-0.09912669,-0.160217213,0.361779981,0.135691493,-0.146999879,-135.705378,0
1664.474775,0.024813892,1.097191575,1.85581838,-0.42984254,0.429686314,-1.284898291,-0.301838616,-1.186827695,-0.20710801,-0.342706057,-0.795197433,-0.594166796,-0.7998411,-0.690813798,-0.04288209,0.575269289,-0.272637539,0.617383267,0.460193513,0.643756384,-1.088718118,-1.170877048,-0.129438564,-0.099182706,-0.160353783,0.36195578,0.135747035,-0.147058384,-135.8066443,0
1665.213508,0.024933214,1.097618532,1.856295769,-0.430217422,0.429878423,-1.285667115,-0.302059085,-1.187378172,-0.207209813,-0.342909794,-0.795623124,-0.594594406,-0.800196731,-0.691047692,-0.043005858,0.575645732,-0.272749398,0.617788588,0.460420931,0.644048404,-1.089238129,-1.171398616,-0.129484652,-0.099238721,-0.160490353,0.362131579,0.135802578,-0.147116889,-135.9079105,0
1665.952241,0.025052536,1.098045489,1.856773158,-0.430592305,0.430070531,-1.286435939,-0.302279553,-1.187928649,-0.207311615,-0.343113531,-0.796048816,-0.595022017,-0.800552363,-0.691281585,-0.043129626,0.576022176,-0.272861256,0.618193909,0.460648348,0.644340425,-1.08975814,-1.171920184,-0.12953074,-0.099294737,-0.160626922,0.362307377,0.135858121,-0.147175394,-136.0091768,0
1666.690974,0.025171859,1.098472446,1.857250547,-0.430967188,0.43026264,-1.287204763,-0.302500022,-1.188479126,-0.207413418,-0.343317268,-0.796474508,-0.595449627,-0.800907995,-0.691515479,-0.043253394,0.576398619,-0.272973114,0.61859923,0.460875766,0.644632445,-1.090278152,-1.172441752,-0.129576829,-0.099350752,-0.160763492,0.362483176,0.135913663,-0.147233899,-136.110443,0
1667.429707,0.025291181,1.098899402,1.857727936,-0.431342071,0.430454748,-1.287973587,-0.30272049,-1.189029604,-0.207515221,-0.343521005,-0.796900199,-0.595877238,-0.801263627,-0.691749373,-0.043377162,0.576775063,-0.273084972,0.619004551,0.461103183,0.644924466,-1.090798163,-1.172963319,-0.129622917,-0.099406768,-0.160900062,0.362658975,0.135969206,-0.147292404,-136.2117093,0
1668.16844,0.025410503,1.099326359,1.858205325,-0.431716954,0.430646857,-1.288742411,-0.302940959,-1.189580081,-0.207617024,-0.343724742,-0.797325891,-0.596304848,-0.801619258,-0.691983267,-0.04350093,0.577151506,-0.27319683,0.619409872,0.461330601,0.645216487,-1.091318174,-1.173484887,-0.129669005,-0.099462784,-0.161036632,0.362834774,0.136024748,-0.147350909,-136.3129755,0
1668.907173,0.025529826,1.099753316,1.858682714,-0.432091837,0.430838965,-1.289511235,-0.303161427,-1.190130558,-0.207718827,-0.343928479,-0.797751582,-0.596732458,-0.80197489,-0.69221716,-0.043624698,0.57752795,-0.273308689,0.619815193,0.461558018,0.645508507,-1.091838186,-1.174006455,-0.129715093,-0.099518799,-0.161173202,0.363010572,0.136080291,-0.147409414,-136.4142418,0
1669.645906,0.025649148,1.100180273,1.859160103,-0.43246672,0.431031073,-1.290280059,-0.303381896,-1.190681036,-0.207820629,-0.344132217,-0.798177274,-0.597160069,-0.802330522,-0.692451054,-0.043748466,0.577904393,-0.273420547,0.620220514,0.461785436,0.645800528,-1.092358197,-1.174528023,-0.129761181,-0.099574815,-0.161309772,0.363186371,0.136135834,-0.147467919,-136.515508,0
1670.384639,0.02576847,1.100607229,1.859637492,-0.432841602,0.431223182,-1.291048883,-0.303602364,-1.191231513,-0.207922432,-0.344335954,-0.798602965,-0.597587679,-0.802686154,-0.692684948,-0.043872234,0.578280837,-0.273532405,0.620625835,0.462012853,0.646092548,-1.092878209,-1.175049591,-0.129807269,-0.09963083,-0.161446341,0.36336217,0.136191376,-0.147526424,-136.6167743,0
1671.123372,0.025887792,1.101034186,1.860114881,-0.433216485,0.43141529,-1.291817707,-0.303822833,-1.19178199,-0.208024235,-0.344539691,-0.799028657,-0.598015289,-0.803041785,-0.692918842,-0.043996002,0.57865728,-0.273644263,0.621031156,0.462240271,0.646384569,-1.09339822,-1.175571159,-0.129853357,-0.099686846,-0.161582911,0.363537969,0.136246919,-0.147584929,-136.7180405,0
1671.862105,0.026007115,1.101461143,1.86059227,-0.433591368,0.431607399,-1.292586531,-0.304043301,-1.192332468,-0.208126038,-0.344743428,-0.799454349,-0.5984429,-0.803397417,-0.693152735,-0.04411977,0.579033724,-0.273756122,0.621436477,0.462467688,0.64667659,-1.093918231,-1.176092727,-0.129899446,-0.099742861,-0.161719481,0.363713767,0.136302462,-0.147643434,-136.8193068,0
1672.600838,0.026126437,1.1018881,1.861069659,-0.433966251,0.431799507,-1.293355355,-0.30426377,-1.192882945,-0.208227841,-0.344947165,-0.79988004,-0.59887051,-0.803753049,-0.693386629,-0.044243538,0.579410167,-0.27386798,0.621841798,0.462695106,0.64696861,-1.094438243,-1.176614295,-0.129945534,-0.099798877,-0.161856051,0.363889566,0.136358004,-0.147701939,-136.920573,0
1673.339571,0.026245759,1.102315056,1.861547048,-0.434341134,0.431991616,-1.294124179,-0.304484238,-1.193433422,-0.208329643,-0.345150902,-0.800305732,-0.599298121,-0.80410868,-0.693620523,-0.044367307,0.579786611,-0.273979838,0.622247119,0.462922523,0.647260631,-1.094958254,-1.177135863,-0.129991622,-0.099854893,-0.161992621,0.364065365,0.136413547,-0.147760444,-137.0218393,0
1674.078304,0.026365082,1.102742013,1.862024437,-0.434716017,0.432183724,-1.294893003,-0.304704706,-1.1939839,-0.208431446,-0.345354639,-0.800731423,-0.599725731,-0.804464312,-0.693854417,-0.044491075,0.580163054,-0.274091696,0.62265244,0.463149941,0.647552651,-1.095478265,-1.177657431,-0.13003771,-0.099910908,-0.162129191,0.364241164,0.136469089,-0.147818949,-137.1231055,0
1674.817037,0.026484404,1.10316897,1.862501826,-0.4350909,0.432375833,-1.295661826,-0.304925175,-1.194534377,-0.208533249,-0.345558376,-0.801157115,-0.600153341,-0.804819944,-0.69408831,-0.044614843,0.580539497,-0.274203554,0.623057761,0.463377359,0.647844672,-1.095998277,-1.178178999,-0.130083798,-0.099966924,-0.16226576,0.364416962,0.136524632,-0.147877454,-137.2243718,0
1675.55577,0.026603726,1.103595927,1.862979215,-0.435465782,0.432567941,-1.29643065,-0.305145643,-1.195084854,-0.208635052,-3.46E-01,-0.801582806,-0.600580952,-0.805175576,-0.694322204,-0.044738611,0.580915941,-0.274315413,0.623463082,0.463604776,0.648136693,-1.096518288,-1.178700567,-0.130129886,-0.100022939,-0.16240233,0.364592761,0.136580175,-0.147935959,-137.325638,0
1676.294503,0.026723049,1.104022884,1.863456604,-0.435840665,0.43276005,-1.297199474,-0.305366112,-1.195635332,-0.208736855,-0.34596585,-0.802008498,-0.601008562,-0.805531207,-0.694556098,-0.044862379,0.581292384,-0.274427271,0.623868403,0.463832194,0.648428713,-1.097038299,-1.179222135,-0.130175975,-0.100078955,-0.1625389,0.36476856,0.136635717,-0.147994464,-137.4269043,0
1677.033236,0.026842371,1.10444984,1.863933993,-0.436215548,0.432952158,-1.297968298,-0.30558658,-1.196185809,-0.208838657,-0.346169587,-0.80243419,-0.601436172,-0.805886839,-0.694789992,-0.044986147,0.581668828,-0.274539129,0.624273724,0.464059611,0.648720734,-1.097558311,-1.179743703,-0.130222063,-0.10013497,-0.16267547,0.364944358,0.13669126,-0.148052969,-137.5281705,0
1677.771969,0.026961693,1.104876797,1.864411382,-0.436590431,0.433144267,-1.298737122,-0.305807049,-1.196736286,-0.20894046,-0.346373324,-0.802859881,-0.601863783,-0.806242471,-0.695023885,-0.045109915,0.582045271,-0.274650987,0.624679044,0.464287029,0.649012754,-1.098078322,-1.180265271,-0.130268151,-0.100190986,-0.16281204,0.365120157,0.136746803,-0.148111474,-137.6294368,0
1678.510702,0.027081015,1.105303754,1.864888771,-0.436965314,0.433336375,-1.299505946,-0.306027517,-1.197286764,-0.209042263,-0.346577061,-0.803285573,-0.602291393,-0.806598102,-0.695257779,-0.045233683,0.582421715,-0.274762846,0.625084365,0.464514446,0.649304775,-1.098598334,-1.180786839,-0.130314239,-0.100247001,-0.16294861,0.365295956,0.136802345,-0.148169979,-137.730703,0
1679.249435,0.027200338,1.105730711,1.86536616,-0.437340197,0.433528484,-1.30027477,-0.306247986,-1.197837241,-0.209144066,-0.346780798,-0.803711264,-0.602719004,-0.806953734,-0.695491673,-0.045357451,0.582798158,-0.274874704,0.625489686,0.464741864,0.649596795,-1.099118345,-1.181308407,-0.130360327,-0.100303017,-0.163085179,0.365471755,0.136857888,-0.148228484,-137.8319693,0
1679.988168,0.02731966,1.106157667,1.865843549,-0.437715079,0.433720592,-1.301043594,-0.306468454,-1.198387718,-0.209245869,-0.346984535,-0.804136956,-0.603146614,-0.807309366,-0.695725567,-0.045481219,0.583174602,-0.274986562,0.625895007,0.464969281,0.649888816,-1.099638356,-1.181829975,-0.130406415,-0.100359033,-0.163221749,0.365647553,0.13691343,-0.148286989,-137.9332355,0
1680.726901,0.027438982,1.106584624,1.866320938,-0.438089962,0.433912701,-1.301812418,-0.306688923,-1.198938195,-0.209347671,-0.347188273,-0.804562648,-0.603574224,-0.807664998,-0.69595946,-0.045604987,0.583551045,-0.27509842,0.626300328,0.465196699,0.650180837,-1.100158368,-1.182351543,-0.130452504,-0.100415048,-0.163358319,0.365823352,0.136968973,-0.148345494,-138.0345018,0
1681.465634,0.027558305,1.107011581,1.866798327,-0.438464845,0.434104809,-1.302581242,-0.306909391,-1.199488673,-0.209449474,-0.34739201,-0.804988339,-0.604001835,-0.808020629,-0.696193354,-0.045728755,0.583927489,-0.275210278,0.626705649,0.465424116,0.650472857,-1.100678379,-1.182873111,-0.130498592,-0.100471064,-0.163494889,0.365999151,0.137024516,-0.148403999,-138.135768,0
1682.204367,0.027677627,1.107438538,1.867275716,-0.438839728,0.434296918,-1.303350066,-0.307129859,-1.20003915,-0.209551277,-0.347595747,-0.805414031,-0.604429445,-0.808376261,-0.696427248,-0.045852523,0.584303932,-0.275322137,0.62711097,0.465651534,0.650764878,-1.10119839,-1.183394679,-0.13054468,-0.100527079,-0.163631459,0.36617495,0.137080058,-0.148462504,-138.2370343,0
1682.9431,0.027796949,1.107865494,1.867753105,-0.439214611,0.434489026,-1.30411889,-0.307350328,-1.200589627,-0.20965308,-0.347799484,-0.805839722,-0.604857055,-0.808731893,-0.696661142,-0.045976291,0.584680376,-0.275433995,0.627516291,0.465878951,0.651056898,-1.101718402,-1.183916247,-0.130590768,-0.100583095,-0.163768029,0.366350748,0.137135601,-0.148521009,-138.3383005,0
1683.681833,0.027916272,1.108292451,1.868230494,-0.439589494,0.434681135,-1.304887714,-0.307570796,-1.201140105,-0.209754883,-0.348003221,-0.806265414,-0.605284666,-0.809087524,-0.696895035,-0.046100059,0.585056819,-0.275545853,0.627921612,0.466106369,0.651348919,-1.102238413,-1.184437815,-0.130636856,-0.10063911,-0.163904598,0.366526547,0.137191144,-0.148579514,-138.4395668,0
1684.420566,0.028035594,1.108719408,1.868707884,-0.439964377,0.434873243,-1.305656538,-0.307791265,-1.201690582,-0.209856686,-0.348206958,-0.806691105,-0.605712276,-0.809443156,-0.697128929,-0.046223827,0.585433263,-0.275657711,0.628326933,0.466333786,0.65164094,-1.102758424,-1.184959382,-0.130682944,-0.100695126,-0.164041168,0.366702346,0.137246686,-0.148638019,-138.540833,0
1685.159299,0.028154916,1.109146365,1.869185273,-0.440339259,0.435065352,-1.306425362,-0.308011733,-1.202241059,-0.209958488,-0.348410695,-0.807116797,-0.606139887,-0.809798788,-0.697362823,-0.046347596,0.585809706,-0.27576957,0.628732254,0.466561204,0.65193296,-1.103278436,-1.18548095,-0.130729033,-0.100751141,-0.164177738,0.366878145,0.137302229,-0.148696524,-138.6420993,0
1685.898032,0.028274238,1.109573322,1.869662662,-0.440714142,0.43525746,-1.307194186,-0.308232202,-1.202791537,-0.210060291,-0.348614432,-0.807542489,-0.606567497,-0.81015442,-0.697596717,-0.046471364,0.58618615,-0.275881428,0.629137575,0.466788621,0.652224981,-1.103798447,-1.186002518,-0.130775121,-0.100807157,-0.164314308,0.367053943,0.137357771,-0.14875503,-138.7433655,0
1686.636765,0.028393561,1.110000278,1.870140051,-0.441089025,0.435449569,-1.30796301,-0.30845267,-1.203342014,-0.210162094,-0.348818169,-0.80796818,-0.606995107,-0.810510051,-0.69783061,-0.046595132,0.586562593,-0.275993286,0.629542896,0.467016039,0.652517001,-1.104318459,-1.186524086,-0.130821209,-0.100863173,-0.164450878,0.367229742,0.137413314,-0.148813535,-138.8446317,0
1687.375498,0.028512883,1.110427235,1.87061744,-0.441463908,0.435641677,-1.308731834,-0.308673139,-1.203892491,-0.210263897,-0.349021906,-0.808393872,-0.607422718,-0.810865683,-0.698064504,-0.0467189,0.586939036,-0.276105144,0.629948217,0.467243456,0.652809022,-1.10483847,-1.187045654,-0.130867297,-0.100919188,-0.164587448,0.367405541,0.137468857,-0.14887204,-138.945898,0
1688.114231,0.028632205,1.110854192,1.871094829,-0.441838791,0.435833786,-1.309500658,-0.308893607,-1.204442969,-0.2103657,-0.349225643,-0.808819563,-0.607850328,-0.811221315,-0.698298398,-0.046842668,0.58731548,-0.276217002,0.630353538,0.467470874,0.653101042,-1.105358481,-1.187567222,-0.130913385,-0.100975204,-0.164724017,0.36758134,0.137524399,-0.148930545,-139.0471642,0
1688.852964,0.028751528,1.111281149,1.871572218,-0.442213674,0.436025894,-1.310269482,-0.309114076,-1.204993446,-0.210467502,-0.34942938,-0.809245255,-0.608277938,-0.811576947,-0.698532292,-0.046966436,0.587691923,-0.276328861,0.630758859,0.467698291,0.653393063,-1.105878493,-1.18808879,-0.130959473,-0.101031219,-0.164860587,0.367757138,0.137579942,-0.14898905,-139.1484305,0
1689.591697,0.02887085,1.111708105,1.872049607,-0.442588557,0.436218002,-1.311038306,-0.309334544,-1.205543923,-0.210569305,-0.349633117,-0.809670946,-0.608705549,-0.811932578,-0.698766185,-0.047090204,0.588068367,-0.276440719,0.63116418,0.467925709,0.653685084,-1.106398504,-1.188610358,-0.131005562,-0.101087235,-0.164997157,0.367932937,0.137635485,-0.149047555,-139.2496967,0
1690.33043,0.028990172,1.112135062,1.872526996,-0.442963439,0.436410111,-1.31180713,-0.309555013,-1.206094401,-0.210671108,-0.349836854,-0.810096638,-0.609133159,-0.81228821,-0.699000079,-0.047213972,0.58844481,-0.276552577,0.631569501,0.468153126,0.653977104,-1.106918515,-1.189131926,-0.13105165,-0.10114325,-0.165133727,0.368108736,0.137691027,-0.14910606,-139.350963,0
1691.069163,0.029109495,1.112562019,1.873004385,-0.443338322,0.436602219,-1.312575954,-0.309775481,-1.206644878,-0.210772911,-0.350040591,-0.81052233,-0.60956077,-0.812643842,-0.699233973,-0.04733774,0.588821254,-0.276664435,0.631974822,0.468380544,0.654269125,-1.107438527,-1.189653494,-0.131097738,-0.101199266,-0.165270297,0.368284535,0.13774657,-0.149164565,-139.4522292,0
1691.807896,0.029228817,1.112988976,1.873481774,-0.443713205,0.436794328,-1.313344778,-0.309995949,-1.207195355,-0.210874714,-0.350244329,-0.810948021,-0.60998838,-0.812999473,-0.699467867,-0.047461508,0.589197697,-0.276776294,0.632380143,0.468607961,0.654561145,-1.107958538,-1.190175062,-0.131143826,-0.101255282,-0.165406867,0.368460333,0.137802112,-0.14922307,-139.5534955,0
1692.546629,0.029348139,1.113415932,1.873959163,-0.444088088,0.436986436,-1.314113602,-0.310216418,-1.207745833,-0.210976516,-0.350448066,-0.811373713,-0.61041599,-0.813355105,-0.69970176,-0.047585276,0.589574141,-0.276888152,0.632785464,0.468835379,0.654853166,-1.10847855,-1.19069663,-0.131189914,-0.101311297,-0.165543436,0.368636132,0.137857655,-0.149281575,-139.6547617,0
1693.285362,0.029467461,1.113842889,1.874436552,-0.444462971,0.437178545,-1.314882426,-0.310436886,-1.20829631,-0.211078319,-0.350651803,-0.811799404,-0.610843601,-0.813710737,-0.699935654,-0.047709044,0.589950584,-0.27700001,0.633190785,0.469062796,0.655145187,-1.108998561,-1.191218198,-0.131236002,-0.101367313,-0.165680006,0.368811931,0.137913198,-0.14934008,-139.756028,0
1694.024095,0.029586784,1.114269846,1.874913941,-0.444837854,0.437370653,-1.31565125,-0.310657355,-1.208846787,-0.211180122,-0.35085554,-0.812225096,-0.611271211,-0.814066369,-0.700169548,-0.047832812,0.590327028,-0.277111868,0.633596106,0.469290214,0.655437207,-1.109518572,-1.191739766,-0.131282091,-0.101423328,-0.165816576,0.36898773,0.13796874,-0.149398585,-139.8572942,0
1694.762828,0.029706106,1.114696803,1.87539133,-0.445212737,0.437562762,-1.316420074,-0.310877823,-1.209397264,-0.211281925,-0.351059277,-0.812650787,-0.611698821,-0.814422,-0.700403441,-0.04795658,0.590703471,-0.277223726,0.634001427,0.469517631,0.655729228,-1.110038584,-1.192261334,-0.131328179,-0.101479344,-0.165953146,0.369163528,0.138024283,-0.14945709,-139.9585605,0
1695.501561,0.029825428,1.115123759,1.875868719,-0.445587619,0.43775487,-1.317188898,-0.311098292,-1.209947742,-0.211383728,-0.351263014,-0.813076479,-0.612126432,-0.814777632,-0.700637335,-0.048080348,0.591079915,-0.277335585,0.634406748,0.469745049,0.656021248,-1.110558595,-1.192782902,-0.131374267,-0.101535359,-0.166089716,0.369339327,0.138079826,-0.149515595,-140.0598267,0
1696.240294,0.029944751,1.115550716,1.876346108,-0.445962502,0.437946979,-1.317957722,-0.31131876,-1.210498219,-0.21148553,-0.351466751,-0.813502171,-0.612554042,-0.815133264,-0.700871229,-0.048204117,0.591456358,-0.277447443,0.634812069,0.469972467,0.656313269,-1.111078606,-1.19330447,-0.131420355,-0.101591375,-0.166226286,0.369515126,0.138135368,-0.1495741,-140.161093,0
1696.979027,0.030064073,1.115977673,1.876823497,-0.446337385,0.438139087,-1.318726546,-0.311539229,-1.211048696,-0.211587333,-0.351670488,-0.813927862,-0.612981653,-0.815488895,-0.701105123,-0.048327885,0.591832802,-0.277559301,0.63521739,0.470199884,0.65660529,-1.111598618,-1.193826038,-0.131466443,-0.10164739,-0.166362855,0.369690925,0.138190911,-0.149632605,-140.2623592,0
1697.71776,0.030183395,1.11640463,1.877300886,-0.446712268,0.438331196,-1.31949537,-0.311759697,-1.211599174,-0.211689136,-0.351874225,-0.814353554,-0.613409263,-0.815844527,-0.701339016,-0.048451653,0.592209245,-0.277671159,0.635622711,0.470427302,0.65689731,-1.112118629,-1.194347606,-0.131512531,-0.101703406,-0.166499425,0.369866723,0.138246453,-0.14969111,-140.3636255,0
1698.456493,0.030302718,1.116831587,1.877778275,-0.447087151,0.438523304,-1.320264194,-0.311980166,-1.212149651,-0.211790939,-0.352077962,-0.814779245,-0.613836873,-0.816200159,-0.70157291,-0.048575421,0.592585688,-0.277783018,0.636028032,0.470654719,0.657189331,-1.11263864,-1.194869174,-0.131558619,-0.101759422,-0.166635995,0.370042522,0.138301996,-0.149749615,-140.4648917,0
1699.195226,0.03042204,1.117258543,1.878255664,-0.447462034,0.438715413,-1.321033018,-0.312200634,-1.212700128,-0.211892742,-0.352281699,-0.815204937,-0.614264484,-0.816555791,-0.701806804,-0.048699189,0.592962132,-0.277894876,0.636433353,0.470882137,0.657481351,-1.113158652,-1.195390742,-0.131604708,-0.101815437,-0.166772565,0.370218321,0.138357539,-0.14980812,-140.566158,0
1699.933959,0.030541362,1.1176855,1.878733053,-0.447836917,0.438907521,-1.321801842,-0.312421102,-1.213250606,-0.211994544,-0.352485436,-0.815630629,-0.614692094,-0.816911422,-0.702040698,-0.048822957,0.593338575,-0.278006734,0.636838674,0.471109554,0.657773372,-1.113678663,-1.19591231,-0.131650796,-0.101871453,-0.166909135,0.370394119,0.138413081,-0.149866625,-140.6674242,0
1700.672692,0.030660684,1.118112457,1.879210442,-0.448211799,0.43909963,-1.322570666,-0.312641571,-1.213801083,-0.212096347,-0.352689173,-0.81605632,-0.615119704,-0.817267054,-0.702274591,-0.048946725,0.593715019,-0.278118592,0.637243995,0.471336972,0.658065392,-1.114198675,-1.196433878,-0.131696884,-0.101927468,-0.167045705,0.370569918,0.138468624,-0.14992513,-140.7686905,0
1701.411425,0.030780007,1.118539414,1.879687831,-0.448586682,0.439291738,-1.32333949,-0.312862039,-1.21435156,-0.21219815,-0.35289291,-0.816482012,-0.615547315,-0.817622686,-0.702508485,-0.049070493,0.594091462,-0.27823045,0.637649316,0.471564389,0.658357413,-1.114718686,-1.196955446,-0.131742972,-0.101983484,-0.167182274,0.370745717,0.138524167,-0.149983635,-140.8699567,0
1702.150158,0.030899329,1.11896637,1.88016522,-0.448961565,0.439483847,-1.324108314,-0.313082508,-1.214902038,-0.212299953,-0.353096647,-0.816907703,-0.615974925,-0.817978318,-0.702742379,-0.049194261,0.594467906,-0.278342309,0.638054637,0.471791807,0.658649434,-1.115238697,-1.197477013,-0.13178906,-0.102039499,-0.167318844,0.370921516,0.138579709,-0.15004214,-140.971223,0
1702.888891,0.031018651,1.119393327,1.880642609,-0.449336448,0.439675955,-1.324877138,-0.313302976,-1.215452515,-0.212401756,-0.353300385,-0.817333395,-0.616402536,-0.818333949,-0.702976273,-0.049318029,0.594844349,-0.278454167,0.638459958,0.472019224,0.658941454,-1.115758709,-1.197998581,-0.131835148,-0.102095515,-0.167455414,0.371097314,0.138635252,-0.150100645,-141.0724892,0
1703.627624,0.031137974,1.119820284,1.881119998,-0.449711331,0.439868064,-1.325645962,-0.313523445,-1.216002992,-0.212503559,-0.353504122,-0.817759086,-0.616830146,-0.818689581,-0.703210166,-0.049441797,0.595220793,-0.278566025,0.638865278,0.472246642,0.659233475,-1.11627872,-1.198520149,-0.131881237,-0.102151531,-0.167591984,0.371273113,0.138690794,-0.15015915,-141.1737555,0
1704.366357,0.031257296,1.120247241,1.881597387,-0.450086214,0.440060172,-1.326414786,-0.313743913,-1.21655347,-0.212605361,-0.353707859,-0.818184778,-0.617257756,-0.819045213,-0.70344406,-0.049565565,0.595597236,-0.278677883,0.639270599,0.472474059,0.659525495,-1.116798731,-1.199041717,-0.131927325,-0.102207546,-0.167728554,0.371448912,0.138746337,-0.150217655,-141.2750217,0
1705.10509,0.031376618,1.120674197,1.882074776,-0.450461096,0.440252281,-1.32718361,-0.313964382,-1.217103947,-0.212707164,-0.353911596,-0.81861047,-0.617685367,-0.819400844,-0.703677954,-0.049689333,0.59597368,-0.278789742,0.63967592,0.472701477,0.659817516,-1.117318743,-1.199563285,-0.131973413,-0.102263562,-0.167865124,0.371624711,0.13880188,-0.15027616,-141.376288,0
1705.843823,0.031495941,1.121101154,1.882552165,-0.450835979,0.440444389,-1.327952434,-0.31418485,-1.217654424,-0.212808967,-0.354115333,-0.819036161,-0.618112977,-0.819756476,-0.703911848,-0.049813101,0.596350123,-0.2789016,0.640081241,0.472928894,0.660109537,-1.117838754,-1.200084853,-0.132019501,-0.102319577,-0.168001693,0.371800509,0.138857422,-0.150334665,-141.4775542,0
1706.582556,0.031615263,1.121528111,1.883029554,-0.451210862,0.440636498,-1.328721258,-0.314405319,-1.218204902,-0.21291077,-0.35431907,-0.819461853,-0.618540587,-0.820112108,-0.704145741,-0.049936869,0.596726567,-0.279013458,0.640486562,0.473156312,0.660401557,-1.118358765,-1.200606421,-0.132065589,-0.102375593,-0.168138263,0.371976308,0.138912965,-0.15039317,-141.5788205,0
